niveau1,vondstnummer
Food Processing & Consumption,NZR2.00761CER082
Craft & Industry,NZR2.00761FAU003-gw
Food Processing & Consumption,NZR2.00761GLS005
Food Processing & Consumption,NZR2.00761HT001
Personal Artefacts & Clothing,NZR2.00761LEE002
Personal Artefacts & Clothing,NZR2.00761TXT001
Food Processing & Consumption,NZR2.00762CER010
Food Processing & Consumption,NZR2.00762CER020
Food Processing & Consumption,NZR2.00762CER128
Food Processing & Consumption,NZR2.00762CER129
Food Processing & Consumption,NZR2.00762CER131
Craft & Industry,NZR2.00762CER132
Craft & Industry,NZR2.00762FAU004-gw
Craft & Industry,NZR2.00762FAU006-gw
Games & Recreation,NZR2.00762FAU007-gw
Food Processing & Consumption,NZR2.00762HT001
Craft & Industry,NZR2.00763CER002
Food Processing & Consumption,NZR2.00768CER096
Food Processing & Consumption,NZR2.00768CER116
Food Processing & Consumption,NZR2.00768CER119
Food Processing & Consumption,NZR2.00768CER120
Food Processing & Consumption,NZR2.00768CER121
Food Processing & Consumption,NZR2.00768CER123
Craft & Industry,NZR2.00768FAU002-gw
Craft & Industry,NZR2.00768FAU004-gw
Craft & Industry,NZR2.00768HT002
Interiors & Accessories,NZR2.00768HT004
Personal Artefacts & Clothing,NZR2.00768HT008
Personal Artefacts & Clothing,NZR2.00768LEE003
Interiors & Accessories,NZR2.00768TW001
Food Processing & Consumption,NZR2.00769CER045
Food Processing & Consumption,NZR2.00769CER046
Food Processing & Consumption,NZR2.00769CER047
Food Processing & Consumption,NZR2.00769CER090
Food Processing & Consumption,NZR2.00769CER095
Food Processing & Consumption,NZR2.00769CER096
Food Processing & Consumption,NZR2.00769CER098
Food Processing & Consumption,NZR2.00769CER099
Food Processing & Consumption,NZR2.00769CER104
Food Processing & Consumption,NZR2.00769CER106
Food Processing & Consumption,NZR2.00769CER108
Craft & Industry,NZR2.00769FAU004-gw
Craft & Industry,NZR2.00769FAU005-gw
Craft & Industry,NZR2.00769FAU006-gw
Craft & Industry,NZR2.00769FAU007-gw
Personal Artefacts & Clothing,NZR2.00769HT005
Personal Artefacts & Clothing,NZR2.00769LEE043
Personal Artefacts & Clothing,NZR2.00769LEE046
Food Processing & Consumption,NZR2.00769MTL001
Interiors & Accessories,NZR2.00769TW001
Interiors & Accessories,NZR2.00769TW002
Food Processing & Consumption,NZR2.00770CER019
Food Processing & Consumption,NZR2.00770CER023
Food Processing & Consumption,NZR2.00770CER024
Craft & Industry,NZR2.00770FAU003-gw
Food Processing & Consumption,NZR2.00770HT001
Craft & Industry,NZR2.00771FAU002-gw
Food Processing & Consumption,NZR2.00771GLS004
Personal Artefacts & Clothing,NZR2.00772CER002
Food Processing & Consumption,NZR2.00772CER043
Food Processing & Consumption,NZR2.00772CER045
Food Processing & Consumption,NZR2.00772CER046
Food Processing & Consumption,NZR2.00772HT002
Food Processing & Consumption,NZR2.00773CER004
Food Processing & Consumption,NZR2.00776CER015
Food Processing & Consumption,NZR2.00776CER032
Food Processing & Consumption,NZR2.00776CER051
Craft & Industry,NZR2.00776CER052
Food Processing & Consumption,NZR2.00776CER057
Food Processing & Consumption,NZR2.00776CER065
Food Processing & Consumption,NZR2.00776CER071
Food Processing & Consumption,NZR2.00776CER072
Food Processing & Consumption,NZR2.00776CER076
Food Processing & Consumption,NZR2.00776CER077
Food Processing & Consumption,NZR2.00776CER078
Food Processing & Consumption,NZR2.00776CER079
Craft & Industry,NZR2.00776FAU003-gw
Food Processing & Consumption,NZR2.00776GLS007
Food Processing & Consumption,NZR2.00776GLS008
Food Processing & Consumption,NZR2.00777CER014
Food Processing & Consumption,NZR2.00777CER019
Craft & Industry,NZR2.00777FAU005-gw
Food Processing & Consumption,NZR2.00780CER013
Food Processing & Consumption,NZR2.00780CER016
Craft & Industry,NZR2.00780CER017
Craft & Industry,NZR2.00780FAU002-gw
Food Processing & Consumption,NZR2.00781CER029
Craft & Industry,NZR2.00781CER036
Craft & Industry,NZR2.00781CER039
Food Processing & Consumption,NZR2.00781CER040
Food Processing & Consumption,NZR2.00781CER047
Craft & Industry,NZR2.00781FAU005-gw
Craft & Industry,NZR2.00781FAU007-gw
Craft & Industry,NZR2.00781FAU008-gw
Buildings & Structures,NZR2.00781STN001
Personal Artefacts & Clothing,NZR2.00781STN002
Personal Artefacts & Clothing,NZR2.00783LEE001
Food Processing & Consumption,NZR2.00784CER004
Craft & Industry,NZR2.00784FAU001-gw
Craft & Industry,NZR2.00785FAU001-gw
Food Processing & Consumption,NZR2.00787CER043
Craft & Industry,NZR2.00787CER059
Food Processing & Consumption,NZR2.00787CER075
Food Processing & Consumption,NZR2.00787CER079
Food Processing & Consumption,NZR2.00787CER080
Food Processing & Consumption,NZR2.00787CER082
Food Processing & Consumption,NZR2.00787CER083
Food Processing & Consumption,NZR2.00787CER085
Craft & Industry,NZR2.00787FAU003-gw
Games & Recreation,NZR2.00787HT001
Personal Artefacts & Clothing,NZR2.00787HT003
Interiors & Accessories,NZR2.00787TW001
Food Processing & Consumption,NZR2.00789CER035
Food Processing & Consumption,NZR2.00789CER057
Food Processing & Consumption,NZR2.00789CER060
Food Processing & Consumption,NZR2.00789CER062
Food Processing & Consumption,NZR2.00789CER063
Craft & Industry,NZR2.00789FAU008-gw
Craft & Industry,NZR2.00789FAU009-gw
Food Processing & Consumption,NZR2.00790CER001
Food Processing & Consumption,NZR2.00791CER007
Food Processing & Consumption,NZR2.00795CER004
Food Processing & Consumption,NZR2.00796CER002
Food Processing & Consumption,NZR2.00796CER004
Games & Recreation,NZR2.00796FAU005-gw
Food Processing & Consumption,NZR2.00796MA001
Personal Artefacts & Clothing,NZR2.00797MA001
Personal Artefacts & Clothing,NZR2.00797MA002
Food Processing & Consumption,NZR2.00799CER004
Food Processing & Consumption,NZR2.00799CER013
Food Processing & Consumption,NZR2.00799CER031
Food Processing & Consumption,NZR2.00799CER034
Food Processing & Consumption,NZR2.00799CER055
Food Processing & Consumption,NZR2.00799CER099
Food Processing & Consumption,NZR2.00799CER100
Craft & Industry,NZR2.00799FAU002-gw
Food Processing & Consumption,NZR2.00799HT001
Interiors & Accessories,NZR2.00799TW001
Food Processing & Consumption,NZR2.00800CER006
Food Processing & Consumption,NZR2.00800CER007
Food Processing & Consumption,NZR2.00802CER010
Food Processing & Consumption,NZR2.00802CER017
Food Processing & Consumption,NZR2.00802CER021
Food Processing & Consumption,NZR2.00802CER022
Food Processing & Consumption,NZR2.00802CER023
Craft & Industry,NZR2.00802FAU001-gw
Craft & Industry,NZR2.00802FAU002-gw
Craft & Industry,NZR2.00803CER037
Food Processing & Consumption,NZR2.00803CER056
Food Processing & Consumption,NZR2.00803CER061
Food Processing & Consumption,NZR2.00803CER067
Food Processing & Consumption,NZR2.00803CER071
Food Processing & Consumption,NZR2.00803CER072
Food Processing & Consumption,NZR2.00803CER073
Craft & Industry,NZR2.00803FAU003-gw
Craft & Industry,NZR2.00803FAU005-gw
Craft & Industry,NZR2.00803HT002
Personal Artefacts & Clothing,NZR2.00803LEE017
Craft & Industry,NZR2.00803TXT001
Food Processing & Consumption,NZR2.00804CER004
Craft & Industry,NZR2.00804FAU001-gw
Craft & Industry,NZR2.00804FAU002-gw
Personal Artefacts & Clothing,NZR2.00804LEE001
Craft & Industry,NZR2.00805HT001
Food Processing & Consumption,NZR2.00806CER016
Food Processing & Consumption,NZR2.00806CER017
Food Processing & Consumption,NZR2.00806CER018
Craft & Industry,NZR2.00806FAU002-gw
Craft & Industry,NZR2.00806FAU003-gw
Craft & Industry,NZR2.00807FAU001-gw
Food Processing & Consumption,NZR2.00808CER107
Food Processing & Consumption,NZR2.00808CER108
Craft & Industry,NZR2.00808HT001
Distribution & Transport,NZR2.00808MTL001
Food Processing & Consumption,NZR2.00810CER004
Food Processing & Consumption,NZR2.00810CER014
Food Processing & Consumption,NZR2.00810CER024
Food Processing & Consumption,NZR2.00810CER025
Food Processing & Consumption,NZR2.00810CER036
Food Processing & Consumption,NZR2.00810CER045
Food Processing & Consumption,NZR2.00810CER050
Craft & Industry,NZR2.00810FAU002-gw
Craft & Industry,NZR2.00810FAU003-gw
Food Processing & Consumption,NZR2.00810HT001
Personal Artefacts & Clothing,NZR2.00810LEE001
Food Processing & Consumption,NZR2.00811CER004
Food Processing & Consumption,NZR2.00812CER015
Craft & Industry,NZR2.00812FAU002-gw
Craft & Industry,NZR2.00812FAU004-gw
Personal Artefacts & Clothing,NZR2.00812FAU006-01
Food Processing & Consumption,NZR2.00813CER035
Food Processing & Consumption,NZR2.00813CER048
Food Processing & Consumption,NZR2.00813CER049
Food Processing & Consumption,NZR2.00813CER075
Craft & Industry,NZR2.00813FAU004-gw
Personal Artefacts & Clothing,NZR2.00813MTL009
Personal Artefacts & Clothing,NZR2.00813MTL012
Food Processing & Consumption,NZR2.00814CER017
Food Processing & Consumption,NZR2.00814CER020
Food Processing & Consumption,NZR2.00817CER032
Food Processing & Consumption,NZR2.00817CER033
Food Processing & Consumption,NZR2.00817CER100
Food Processing & Consumption,NZR2.00817CER101
Food Processing & Consumption,NZR2.00817CER102
Food Processing & Consumption,NZR2.00817CER104
Craft & Industry,NZR2.00817FAU001-02
Craft & Industry,NZR2.00817FAU001-gw
Food Processing & Consumption,NZR2.00818CER033
Food Processing & Consumption,NZR2.00818CER034
Food Processing & Consumption,NZR2.00818CER092
Food Processing & Consumption,NZR2.00818CER114
Food Processing & Consumption,NZR2.00818CER146
Food Processing & Consumption,NZR2.00818CER160
Food Processing & Consumption,NZR2.00818CER232
Food Processing & Consumption,NZR2.00818CER260
Food Processing & Consumption,NZR2.00818CER264
Craft & Industry,NZR2.00818CER265
Food Processing & Consumption,NZR2.00818CER267
Food Processing & Consumption,NZR2.00818CER268
Food Processing & Consumption,NZR2.00818CER271
Food Processing & Consumption,NZR2.00818CER274
Food Processing & Consumption,NZR2.00818CER277
Food Processing & Consumption,NZR2.00818CER278
Food Processing & Consumption,NZR2.00818CER279
Food Processing & Consumption,NZR2.00818CER280
Food Processing & Consumption,NZR2.00818CER281
Craft & Industry,NZR2.00818FAU010-gw
Craft & Industry,NZR2.00818FAU011-gw
Craft & Industry,NZR2.00818FAU012-gw
Craft & Industry,NZR2.00818FAU014-gw
Craft & Industry,NZR2.00818FAU015-gw
Craft & Industry,NZR2.00818FAU016-gw
Personal Artefacts & Clothing,NZR2.00818HK001
Personal Artefacts & Clothing,NZR2.00818HT004
Craft & Industry,NZR2.00818HT009
Personal Artefacts & Clothing,NZR2.00818LEE003
Personal Artefacts & Clothing,NZR2.00818LEE015
Personal Artefacts & Clothing,NZR2.00818LEE051
Personal Artefacts & Clothing,NZR2.00818LEE054
Personal Artefacts & Clothing,NZR2.00818MA001
Personal Artefacts & Clothing,NZR2.00818MA002
Personal Artefacts & Clothing,NZR2.00818MTL001
Food Processing & Consumption,NZR2.00818STN002
Food Processing & Consumption,NZR2.00824CER010
Craft & Industry,NZR2.00824FAU001-gw
Food Processing & Consumption,NZR2.00824MTL011
Communication & Exchange,NZR2.00824MTL013
Personal Artefacts & Clothing,NZR2.00824MTL015
Communication & Exchange,NZR2.00824MTL016
Games & Recreation,NZR2.00824MTL017
Food Processing & Consumption,NZR2.00825CER003
Food Processing & Consumption,NZR2.00825CER004
Craft & Industry,NZR2.00825FAU001-01
Craft & Industry,NZR2.00825FAU001-gw
Food Processing & Consumption,NZR2.00826CER020
Food Processing & Consumption,NZR2.00827CER001
Food Processing & Consumption,NZR2.00827CER002
Food Processing & Consumption,NZR2.00827CER003
Food Processing & Consumption,NZR2.00828CER005
Craft & Industry,NZR2.00830HT001
Craft & Industry,NZR2.00830HT002
Games & Recreation,NZR2.00832FAU001-gw
Craft & Industry,NZR2.00832FAU009-gw
Craft & Industry,NZR2.00832FAU011-gw
Personal Artefacts & Clothing,NZR2.00832TXT001
Food Processing & Consumption,NZR2.00833CER079
Food Processing & Consumption,NZR2.00833CER086
Food Processing & Consumption,NZR2.00833CER099
Food Processing & Consumption,NZR2.00833CER114
Food Processing & Consumption,NZR2.00833CER129
Food Processing & Consumption,NZR2.00833CER131
Food Processing & Consumption,NZR2.00833CER133
Food Processing & Consumption,NZR2.00833CER179
Food Processing & Consumption,NZR2.00833CER210
Food Processing & Consumption,NZR2.00833CER211
Craft & Industry,NZR2.00833FAU007-gw
Craft & Industry,NZR2.00833FAU008-gw
Craft & Industry,NZR2.00833FAU010-gw
Craft & Industry,NZR2.00833FAU012-gw
Food Processing & Consumption,NZR2.00833GLS015
Food Processing & Consumption,NZR2.00833HK001
Personal Artefacts & Clothing,NZR2.00833MTL001
Personal Artefacts & Clothing,NZR2.00833XXX001
Food Processing & Consumption,NZR2.00838CER014
Craft & Industry,NZR2.00838CER027
Food Processing & Consumption,NZR2.00838CER038
Craft & Industry,NZR2.00838FAU002-gw
Food Processing & Consumption,NZR2.00839CER007
Food Processing & Consumption,NZR2.00839CER017
Food Processing & Consumption,NZR2.00839CER086
Food Processing & Consumption,NZR2.00839CER087
Food Processing & Consumption,NZR2.00839CER126
Food Processing & Consumption,NZR2.00839CER128
Food Processing & Consumption,NZR2.00839CER149
Food Processing & Consumption,NZR2.00839CER150
Food Processing & Consumption,NZR2.00839CER207
Food Processing & Consumption,NZR2.00839CER208
Craft & Industry,NZR2.00839CER215
Food Processing & Consumption,NZR2.00839CER232
Food Processing & Consumption,NZR2.00839CER244
Food Processing & Consumption,NZR2.00839CER246
Food Processing & Consumption,NZR2.00839CER251
Food Processing & Consumption,NZR2.00839CER256
Food Processing & Consumption,NZR2.00839CER259
Food Processing & Consumption,NZR2.00839CER261
Food Processing & Consumption,NZR2.00839CER263
Food Processing & Consumption,NZR2.00839CER264
Food Processing & Consumption,NZR2.00839CER266
Food Processing & Consumption,NZR2.00839CER267
Food Processing & Consumption,NZR2.00839CER269
Food Processing & Consumption,NZR2.00839CER271
Food Processing & Consumption,NZR2.00839CER272
Food Processing & Consumption,NZR2.00839CER276
Food Processing & Consumption,NZR2.00839CER278
Food Processing & Consumption,NZR2.00839CER279
Craft & Industry,NZR2.00839FAU006-gw
Craft & Industry,NZR2.00839FAU007-gw
Craft & Industry,NZR2.00839FAU008-gw
Craft & Industry,NZR2.00839FAU012-gw
Personal Artefacts & Clothing,NZR2.00839HT001
Craft & Industry,NZR2.00839HT002
Personal Artefacts & Clothing,NZR2.00839LEE004
Personal Artefacts & Clothing,NZR2.00839LEE005
Personal Artefacts & Clothing,NZR2.00839MTL002
Food Processing & Consumption,NZR2.00839MTL003
Craft & Industry,NZR2.00841FAU003-gw
Food Processing & Consumption,NZR2.00842MA001
Food Processing & Consumption,NZR2.00843CER005
Food Processing & Consumption,NZR2.00843CER011
Food Processing & Consumption,NZR2.00843CER013
Craft & Industry,NZR2.00843FAU003-gw
Craft & Industry,NZR2.00844FAU004-gw
Craft & Industry,NZR2.00844HT001
Food Processing & Consumption,NZR2.00845CER014
Craft & Industry,NZR2.00845CER026
Food Processing & Consumption,NZR2.00845CER037
Food Processing & Consumption,NZR2.00845CER038
Craft & Industry,NZR2.00845CER041
Personal Artefacts & Clothing,NZR2.00845TXT001
Food Processing & Consumption,NZR2.00846CER021
Food Processing & Consumption,NZR2.00846CER069
Food Processing & Consumption,NZR2.00846CER070
Food Processing & Consumption,NZR2.00846CER072
Craft & Industry,NZR2.00846FAU002-gw
Craft & Industry,NZR2.00847FAU001-gw
Food Processing & Consumption,NZR2.00848CER028
Food Processing & Consumption,NZR2.00848CER068
Craft & Industry,NZR2.00848CER103
Food Processing & Consumption,NZR2.00848CER128
Food Processing & Consumption,NZR2.00848CER129
Food Processing & Consumption,NZR2.00848CER134
Food Processing & Consumption,NZR2.00848CER137
Food Processing & Consumption,NZR2.00848CER140
Craft & Industry,NZR2.00848FAU001-gw
Craft & Industry,NZR2.00848FAU006-gw
Craft & Industry,NZR2.00848FAU007-gw
Craft & Industry,NZR2.00848FAU008-gw
Craft & Industry,NZR2.00848FAU011-gw
Food Processing & Consumption,NZR2.00848GLS010
Interiors & Accessories,NZR2.00848GLS011
Personal Artefacts & Clothing,NZR2.00848HT001
Personal Artefacts & Clothing,NZR2.00848LEE003
Personal Artefacts & Clothing,NZR2.00848LEE009
Personal Artefacts & Clothing,NZR2.00848TXT001
Food Processing & Consumption,NZR2.00849CER039
Food Processing & Consumption,NZR2.00849CER046
Food Processing & Consumption,NZR2.00849CER048
Craft & Industry,NZR2.00849FAU001-gw
Craft & Industry,NZR2.00849FAU002-gw
Craft & Industry,NZR2.00849FAU003-gw
Interiors & Accessories,NZR2.00849HT002
Personal Artefacts & Clothing,NZR2.00849LEE007
Personal Artefacts & Clothing,NZR2.00850MTL037
Personal Artefacts & Clothing,NZR2.00850MTL038
Personal Artefacts & Clothing,NZR2.00850MTL039
Personal Artefacts & Clothing,NZR2.00850MTL048
Personal Artefacts & Clothing,NZR2.00850MTL052
Food Processing & Consumption,NZR2.00852CER019
Personal Artefacts & Clothing,NZR2.00852GLS002
Food Processing & Consumption,NZR2.00853CER022
Food Processing & Consumption,NZR2.00853CER041
Food Processing & Consumption,NZR2.00853CER048
Food Processing & Consumption,NZR2.00853CER050
Craft & Industry,NZR2.00853CER051
Craft & Industry,NZR2.00853FAU001-gw
Craft & Industry,NZR2.00853FAU002-gw
Craft & Industry,NZR2.00853FAU003-gw
Food Processing & Consumption,NZR2.00854CER041
Food Processing & Consumption,NZR2.00854CER061
Food Processing & Consumption,NZR2.00854CER062
Food Processing & Consumption,NZR2.00854CER063
Food Processing & Consumption,NZR2.00854CER085
Food Processing & Consumption,NZR2.00854CER093
Food Processing & Consumption,NZR2.00854CER094
Food Processing & Consumption,NZR2.00854CER106
Food Processing & Consumption,NZR2.00854CER108
Food Processing & Consumption,NZR2.00854CER150
Food Processing & Consumption,NZR2.00854CER165
